# Task	= SimpleRun
# numericalMethod	= RK4
# debug	= 0
# intelegentStop	= 1
# Variable	= Frequency
# numberOfPeriods	= 10000
# maxNumberOfPeriods	= 25000
# numberOfExtremums	= 1000
# skipPeriods	= 25000
# printStep	= 10
# printLastNperiods	= 10
# timeStep	= 0.001
# outputPrecision	= 15
# acceptableDiff	= 1e-05
# alpha	= 0.1
# amplitude	= 0.1
# Hz	= 0
# frequency	= 0.1
# magnetization	= 338
# viscosity	= 0.006
# varMin	= 0.1
# varMax	= 1.55
# varStep	= 0.05
# smallTheta	= 0.005
# smallPhi	= 0.005
# bigTheta	= 0.0051
# bigPhi	= 3.14
# thermalBath	= 0
# linearPolarization	= 0
# hySign	= 1
===== Skipping 25000 periods =====
time	smallTheta	bigTheta	smallPhi	bigPhi	energy	energy/time	Frequency
1.146890800189863e+06	1.179112629602901e-01	4.485575759566987e-04	1.720335981367276e+05	5.065314298725435e+04	3.579919411095936e+01	3.120854669429143e-05	1.500000000000000e-01
1.147309679209425e+06	1.179114481982273e-01	4.484905181253247e-04	1.720964299897481e+05	5.071597523237819e+04	3.581226671646226e+01	3.120854669739689e-05	1.500000000000000e-01
1.147728558228987e+06	1.179116332321592e-01	4.484236104980626e-04	1.721592618427686e+05	5.077880747710653e+04	3.582533932196661e+01	3.120854670049233e-05	1.500000000000000e-01
1.148147437248549e+06	1.179118180063503e-01	4.483568533012529e-04	1.722220936957890e+05	5.084163972143948e+04	3.583841192747104e+01	3.120854670356468e-05	1.500000000000000e-01
1.148566316268111e+06	1.179120025119059e-01	4.482902458025868e-04	1.722849255488094e+05	5.090447196537689e+04	3.585148453297595e+01	3.120854670660511e-05	1.500000000000000e-01
1.148985195287674e+06	1.179121868089612e-01	4.482237877574216e-04	1.723477574018297e+05	5.096730420891916e+04	3.586455713848311e+01	3.120854670968425e-05	1.500000000000000e-01
1.149404074307236e+06	1.179123708601803e-01	4.481574788605356e-04	1.724105892548499e+05	5.103013645206652e+04	3.587762974399239e+01	3.120854671278869e-05	1.500000000000000e-01
1.149822953326798e+06	1.179125546797593e-01	4.480913187476886e-04	1.724734211078700e+05	5.109296869481919e+04	3.589070234950081e+01	3.120854671581299e-05	1.500000000000000e-01
1.150241832346360e+06	1.179127382387357e-01	4.480253070349466e-04	1.725362529608900e+05	5.115580093717710e+04	3.590377495501106e+01	3.120854671883474e-05	1.500000000000000e-01
1.150660711365922e+06	1.179129215809977e-01	4.479594434715850e-04	1.725990848139101e+05	5.121863317914046e+04	3.591684756052279e+01	3.120854672186193e-05	1.500000000000000e-01
1.151079590385484e+06	1.179131046694156e-01	4.478937277833324e-04	1.726619166669301e+05	5.128146542070933e+04	3.592992016603474e+01	3.120854672487263e-05	1.500000000000000e-01
1.151498469405046e+06	1.179132875518622e-01	4.478281596589416e-04	1.727247485199501e+05	5.134429766188435e+04	3.594299277154833e+01	3.120854672788182e-05	1.500000000000000e-01
1.151917348424609e+06	1.179134701568998e-01	4.477627384625815e-04	1.727875803729697e+05	5.140712990266555e+04	3.595606537706309e+01	3.120854673089813e-05	1.500000000000000e-01
1.152336227444171e+06	1.179136525541724e-01	4.476974641070580e-04	1.728504122259897e+05	5.146996214305275e+04	3.596913798257895e+01	3.120854673390766e-05	1.500000000000000e-01
1.152755106463733e+06	1.179138346912750e-01	4.476323363106549e-04	1.729132440790093e+05	5.153279438304599e+04	3.598221058809536e+01	3.120854673690445e-05	1.500000000000000e-01
1.153173985483295e+06	1.179140166196538e-01	4.475673545309957e-04	1.729760759320288e+05	5.159562662264588e+04	3.599528319361294e+01	3.120854673987967e-05	1.500000000000000e-01
1.153592864502857e+06	1.179141982905271e-01	4.475025186887049e-04	1.730389077850485e+05	5.165845886185249e+04	3.600835579913206e+01	3.120854674285863e-05	1.500000000000000e-01
1.154011743522419e+06	1.179143797235637e-01	4.474378283050445e-04	1.731017396380680e+05	5.172129110066637e+04	3.602142840465338e+01	3.120854674585424e-05	1.500000000000000e-01
1.154430622541982e+06	1.179145609379105e-01	4.473732830479219e-04	1.731645714910875e+05	5.178412333908689e+04	3.603450101017527e+01	3.120854674883863e-05	1.500000000000000e-01
1.154849501561544e+06	1.179147419127218e-01	4.473088826189696e-04	1.732274033441067e+05	5.184695557711468e+04	3.604757361569722e+01	3.120854675178618e-05	1.500000000000000e-01
1.155268380581106e+06	1.179149226385418e-01	4.472446266594760e-04	1.732902351971261e+05	5.190978781474983e+04	3.606064622122104e+01	3.120854675473491e-05	1.500000000000000e-01
1.155687259600668e+06	1.179151031515130e-01	4.471805148409116e-04	1.733530670501453e+05	5.197262005199239e+04	3.607371882674552e+01	3.120854675768739e-05	1.500000000000000e-01
1.156106138620230e+06	1.179152834126963e-01	4.471165470016630e-04	1.734158989031645e+05	5.203545228884272e+04	3.608679143227111e+01	3.120854676060861e-05	1.500000000000000e-01
1.156525017639792e+06	1.179154634558933e-01	4.470527226676392e-04	1.734787307561836e+05	5.209828452530095e+04	3.609986403779757e+01	3.120854676351949e-05	1.500000000000000e-01
1.156943896659354e+06	1.179156432442477e-01	4.469890414773508e-04	1.735415626092028e+05	5.216111676136725e+04	3.611293664332484e+01	3.120854676641881e-05	1.500000000000000e-01
1.157362775678917e+06	1.179158228098171e-01	4.469255032720277e-04	1.736043944622217e+05	5.222394899704150e+04	3.612600924885368e+01	3.120854676932391e-05	1.500000000000000e-01
1.157781654698479e+06	1.179160021547263e-01	4.468621075988521e-04	1.736672263152406e+05	5.228678123232474e+04	3.613908185438378e+01	3.120854677224327e-05	1.500000000000000e-01
1.158200533718041e+06	1.179161812495546e-01	4.467988540393956e-04	1.737300581682595e+05	5.234961346721622e+04	3.615215445991488e+01	3.120854677513478e-05	1.500000000000000e-01
1.158619412737603e+06	1.179163601178305e-01	4.467357424232924e-04	1.737928900212783e+05	5.241244570171651e+04	3.616522706544708e+01	3.120854677802103e-05	1.500000000000000e-01
1.159038291757165e+06	1.179165387665969e-01	4.466727723332299e-04	1.738557218742970e+05	5.247527793582591e+04	3.617829967098109e+01	3.120854678090694e-05	1.500000000000000e-01
1.159457170776727e+06	1.179167171684202e-01	4.466099436494158e-04	1.739185537273157e+05	5.253811016954391e+04	3.619137227651616e+01	3.120854678380100e-05	1.500000000000000e-01
1.159876049796290e+06	1.179168953207955e-01	4.465472558229345e-04	1.739813855803344e+05	5.260094240287114e+04	3.620444488205085e+01	3.120854678664684e-05	1.500000000000000e-01
1.160294928815852e+06	1.179170732830999e-01	4.464847086449870e-04	1.740442174333529e+05	5.266377463580819e+04	3.621751748758711e+01	3.120854678949658e-05	1.500000000000000e-01
1.160713807835414e+06	1.179172509867717e-01	4.464223018164341e-04	1.741070492863714e+05	5.272660686835521e+04	3.623059009312471e+01	3.120854679235516e-05	1.500000000000000e-01
1.161132686854976e+06	1.179174284617020e-01	4.463600350782234e-04	1.741698811393898e+05	5.278943910051190e+04	3.624366269866347e+01	3.120854679519284e-05	1.500000000000000e-01
1.161551565874538e+06	1.179176057213876e-01	4.462979079433939e-04	1.742327129924081e+05	5.285227133227845e+04	3.625673530420261e+01	3.120854679801763e-05	1.500000000000000e-01
1.161970444894100e+06	1.179177827424854e-01	4.462359202643321e-04	1.742955448454265e+05	5.291510356365520e+04	3.626980790974340e+01	3.120854680085073e-05	1.500000000000000e-01
1.162389323913662e+06	1.179179595284675e-01	4.461740714704143e-04	1.743583766984446e+05	5.297793579464239e+04	3.628288051528474e+01	3.120854680368587e-05	1.500000000000000e-01
1.162808202933225e+06	1.179181360974222e-01	4.461123615332889e-04	1.744212085514629e+05	5.304076802524024e+04	3.629595312082728e+01	3.120854680650046e-05	1.500000000000000e-01
1.163227081952787e+06	1.179183124248640e-01	4.460507898613402e-04	1.744840404044809e+05	5.310360025544896e+04	3.630902572637110e+01	3.120854680930589e-05	1.500000000000000e-01
1.163645960972349e+06	1.179184885416891e-01	4.459893564436942e-04	1.745468722574989e+05	5.316643248526856e+04	3.632209833191617e+01	3.120854681211335e-05	1.500000000000000e-01
1.164064839991911e+06	1.179186644066230e-01	4.459280608212354e-04	1.746097041105169e+05	5.322926471469906e+04	3.633517093746235e+01	3.120854681490757e-05	1.500000000000000e-01
1.164483719011473e+06	1.179188400519957e-01	4.458669025788274e-04	1.746725359635348e+05	5.329209694374073e+04	3.634824354300873e+01	3.120854681768566e-05	1.500000000000000e-01
1.164902598031035e+06	1.179190154816785e-01	4.458058816884474e-04	1.747353678165527e+05	5.335492917239429e+04	3.636131614855643e+01	3.120854682047682e-05	1.500000000000000e-01
1.165321477050598e+06	1.179191906758324e-01	4.457449976502110e-04	1.747981996695705e+05	5.341776140065952e+04	3.637438875410572e+01	3.120854682325236e-05	1.500000000000000e-01
1.165740356070160e+06	1.179193656302507e-01	4.456842503026369e-04	1.748610315225882e+05	5.348059362853655e+04	3.638746135965427e+01	3.120854682601907e-05	1.500000000000000e-01
1.166159235089722e+06	1.179195403675318e-01	4.456236390300292e-04	1.749238633756059e+05	5.354342585602569e+04	3.640053396520482e+01	3.120854682877033e-05	1.500000000000000e-01
1.166578114109284e+06	1.179197148687767e-01	4.455631638331675e-04	1.749866952286235e+05	5.360625808312731e+04	3.641360657075715e+01	3.120854683152125e-05	1.500000000000000e-01
1.166996993128846e+06	1.179198891555232e-01	4.455028241454073e-04	1.750495270816410e+05	5.366909030984135e+04	3.642667917631039e+01	3.120854683426198e-05	1.500000000000000e-01
1.167415872148408e+06	1.179200632300948e-01	4.454426197417569e-04	1.751123589346586e+05	5.373192253616816e+04	3.643975178186459e+01	3.120854683702037e-05	1.500000000000000e-01
1.167834751167970e+06	1.179202370591059e-01	4.453825504173276e-04	1.751751907876760e+05	5.379475476210767e+04	3.645282438742011e+01	3.120854683976416e-05	1.500000000000000e-01
1.168253630187533e+06	1.179204106540667e-01	4.453226157377003e-04	1.752380226406932e+05	5.385758698766015e+04	3.646589699297535e+01	3.120854684247042e-05	1.500000000000000e-01
1.168672509207095e+06	1.179205840520495e-01	4.452628156157275e-04	1.753008544937105e+05	5.392041921282582e+04	3.647896959853240e+01	3.120854684517770e-05	1.500000000000000e-01
1.169091388226657e+06	1.179207572138885e-01	4.452031494028659e-04	1.753636863467278e+05	5.398325143760491e+04	3.649204220409161e+01	3.120854684791368e-05	1.500000000000000e-01
1.169510267246219e+06	1.179209301265988e-01	4.451436169815118e-04	1.754265181997449e+05	5.404608366199737e+04	3.650511480965129e+01	3.120854685063081e-05	1.500000000000000e-01
1.169929146265781e+06	1.179211028439885e-01	4.450842181258331e-04	1.754893500527620e+05	5.410891588600415e+04	3.651818741521097e+01	3.120854685331653e-05	1.500000000000000e-01
1.170348025285343e+06	1.179212753318569e-01	4.450249524447832e-04	1.755521819057791e+05	5.417174810962489e+04	3.653126002077241e+01	3.120854685602517e-05	1.500000000000000e-01
1.170766904304906e+06	1.179214475847194e-01	4.449658195588650e-04	1.756150137587960e+05	5.423458033285990e+04	3.654433262633494e+01	3.120854685871955e-05	1.500000000000000e-01
1.171185783324468e+06	1.179216196230679e-01	4.449068193208488e-04	1.756778456118128e+05	5.429741255570918e+04	3.655740523189706e+01	3.120854686136706e-05	1.500000000000000e-01
1.171604662344030e+06	1.179217914261039e-01	4.448479516315413e-04	1.757406774648298e+05	5.436024477817334e+04	3.657047783746138e+01	3.120854686403443e-05	1.500000000000000e-01
1.172023541363592e+06	1.179219630272431e-01	4.447892158210336e-04	1.758035093178464e+05	5.442307700025202e+04	3.658355044302717e+01	3.120854686659695e-05	1.500000000000000e-01
1.172442420383154e+06	1.179221343869275e-01	4.447306116698095e-04	1.758663411708632e+05	5.448590922194572e+04	3.659662304859298e+01	3.120854686923461e-05	1.500000000000000e-01
1.172861299402716e+06	1.179223055344434e-01	4.446721389059258e-04	1.759291730238798e+05	5.454874144325468e+04	3.660969565415968e+01	3.120854687186224e-05	1.500000000000000e-01
1.173280178422278e+06	1.179224764605356e-01	4.446137971561694e-04	1.759920048768965e+05	5.461157366417912e+04	3.662276825972761e+01	3.120854687452147e-05	1.500000000000000e-01
1.173699057441841e+06	1.179226471638578e-01	4.445555862200304e-04	1.760548367299130e+05	5.467440588471925e+04	3.663584086529547e+01	3.120854687712942e-05	1.500000000000000e-01
1.174117936461403e+06	1.179228176567583e-01	4.444975058030461e-04	1.761176685829294e+05	5.473723810487494e+04	3.664891347086435e+01	3.120854687974161e-05	1.500000000000000e-01
1.174536815480965e+06	1.179229879098426e-01	4.444395556513183e-04	1.761805004359460e+05	5.480007032464685e+04	3.666198607643541e+01	3.120854688233733e-05	1.500000000000000e-01
1.174955694500527e+06	1.179231579520427e-01	4.443817353756546e-04	1.762433322889622e+05	5.486290254403504e+04	3.667505868200666e+01	3.120854688492914e-05	1.500000000000000e-01
1.175374573520089e+06	1.179233277559671e-01	4.443240446556311e-04	1.763061641419783e+05	5.492573476303949e+04	3.668813128757932e+01	3.120854688754558e-05	1.500000000000000e-01
1.175793452539651e+06	1.179234973747705e-01	4.442664832015244e-04	1.763689959949946e+05	5.498856698166073e+04	3.670120389315282e+01	3.120854689015319e-05	1.500000000000000e-01
1.176212331559214e+06	1.179236667535261e-01	4.442090508792533e-04	1.764318278480107e+05	5.505139919989887e+04	3.671427649872735e+01	3.120854689274568e-05	1.500000000000000e-01
1.176631210578776e+06	1.179238358892019e-01	4.441517472142555e-04	1.764946597010270e+05	5.511423141775352e+04	3.672734910430333e+01	3.120854689533105e-05	1.500000000000000e-01
1.177050089598338e+06	1.179240048294583e-01	4.440945719704295e-04	1.765574915540429e+05	5.517706363522594e+04	3.674042170988006e+01	3.120854689791268e-05	1.500000000000000e-01
1.177468968617900e+06	1.179241735614780e-01	4.440375248294537e-04	1.766203234070589e+05	5.523989585231549e+04	3.675349431545810e+01	3.120854690048445e-05	1.500000000000000e-01
1.177887847637462e+06	1.179243420551377e-01	4.439806055476045e-04	1.766831552600748e+05	5.530272806902308e+04	3.676656692103601e+01	3.120854690305402e-05	1.500000000000000e-01
1.178306726657024e+06	1.179245103353434e-01	4.439238137559418e-04	1.767459871130908e+05	5.536556028534859e+04	3.677963952661589e+01	3.120854690562410e-05	1.500000000000000e-01
1.178725605676587e+06	1.179246784057269e-01	4.438671493395747e-04	1.768088189661064e+05	5.542839250129196e+04	3.679271213219594e+01	3.120854690818926e-05	1.500000000000000e-01
1.179144484696149e+06	1.179248462443109e-01	4.438106118558691e-04	1.768716508191222e+05	5.549122471685408e+04	3.680578473777746e+01	3.120854691075714e-05	1.500000000000000e-01
1.179563363715711e+06	1.179250138716675e-01	4.437542010819524e-04	1.769344826721378e+05	5.555405693203447e+04	3.681885734335960e+01	3.120854691330955e-05	1.500000000000000e-01
1.179982242735273e+06	1.179251812833674e-01	4.436979168299441e-04	1.769973145251534e+05	5.561688914683322e+04	3.683192994894268e+01	3.120854691583769e-05	1.500000000000000e-01
1.180401121754835e+06	1.179253484629258e-01	4.436417586470565e-04	1.770601463781689e+05	5.567972136125097e+04	3.684500255452639e+01	3.120854691838112e-05	1.500000000000000e-01
1.180820000774397e+06	1.179255154291839e-01	4.435857262860767e-04	1.771229782311845e+05	5.574255357528839e+04	3.685807516011076e+01	3.120854692086019e-05	1.500000000000000e-01
1.181238879793959e+06	1.179256822036008e-01	4.435298193982393e-04	1.771858100841998e+05	5.580538578894506e+04	3.687114776569712e+01	3.120854692339376e-05	1.500000000000000e-01
1.181657758813522e+06	1.179258487427930e-01	4.434740379004310e-04	1.772486419372153e+05	5.586821800222113e+04	3.688422037128349e+01	3.120854692589626e-05	1.500000000000000e-01
1.182076637833084e+06	1.179260150608564e-01	4.434183812676451e-04	1.773114737902304e+05	5.593105021511703e+04	3.689729297687068e+01	3.120854692837041e-05	1.500000000000000e-01
1.182495516852646e+06	1.179261811946110e-01	4.433628493251992e-04	1.773743056432456e+05	5.599388242763271e+04	3.691036558245938e+01	3.120854693085677e-05	1.500000000000000e-01
1.182914395872208e+06	1.179263470731495e-01	4.433074417477699e-04	1.774371374962607e+05	5.605671463976883e+04	3.692343818804837e+01	3.120854693333550e-05	1.500000000000000e-01
1.183333274891770e+06	1.179265127581777e-01	4.432521583950891e-04	1.774999693492758e+05	5.611954685152502e+04	3.693651079363838e+01	3.120854693580625e-05	1.500000000000000e-01
1.183752153911332e+06	1.179266782342680e-01	4.431969987435670e-04	1.775628012022908e+05	5.618237906290223e+04	3.694958339922953e+01	3.120854693826562e-05	1.500000000000000e-01
1.184171032930895e+06	1.179268434820338e-01	4.431419627166693e-04	1.776256330553059e+05	5.624521127390023e+04	3.696265600482247e+01	3.120854694073552e-05	1.500000000000000e-01
1.184589911950457e+06	1.179270085001663e-01	4.430870499274867e-04	1.776884649083207e+05	5.630804348451921e+04	3.697572861041565e+01	3.120854694319303e-05	1.500000000000000e-01
1.185008790970019e+06	1.179271733402550e-01	4.430322600314660e-04	1.777512967613354e+05	5.637087569475946e+04	3.698880121600997e+01	3.120854694565919e-05	1.500000000000000e-01
1.185427669989581e+06	1.179273379516455e-01	4.429775929435067e-04	1.778141286143503e+05	5.643370790462141e+04	3.700187382160511e+01	3.120854694810226e-05	1.500000000000000e-01
1.185846549009143e+06	1.179275023448783e-01	4.429230483459504e-04	1.778769604673651e+05	5.649654011410521e+04	3.701494642720112e+01	3.120854695054534e-05	1.500000000000000e-01
1.186265428028705e+06	1.179276665196503e-01	4.428686258070676e-04	1.779397923203797e+05	5.655937232321058e+04	3.702801903279748e+01	3.120854695297822e-05	1.500000000000000e-01
1.186684307048267e+06	1.179278304958800e-01	4.428143252087670e-04	1.780026241733942e+05	5.662220453193847e+04	3.704109163839487e+01	3.120854695540108e-05	1.500000000000000e-01
1.187103186067830e+06	1.179279942512137e-01	4.427601461223134e-04	1.780654560264088e+05	5.668503674028829e+04	3.705416424399269e+01	3.120854695781325e-05	1.500000000000000e-01
1.187522065087392e+06	1.179281577923704e-01	4.427060884849003e-04	1.781282878794233e+05	5.674786894826073e+04	3.706723684959290e+01	3.120854696023849e-05	1.500000000000000e-01
1.187940944106954e+06	1.179283211185135e-01	4.426521519161729e-04	1.781911197324379e+05	5.681070115585636e+04	3.708030945519323e+01	3.120854696264760e-05	1.500000000000000e-01
1.188359823126516e+06	1.179284842496444e-01	4.425983360558414e-04	1.782539515854521e+05	5.687353336307494e+04	3.709338206079415e+01	3.120854696506028e-05	1.500000000000000e-01
1.188778702146078e+06	1.179286471518158e-01	4.425446404634184e-04	1.783167834384665e+05	5.693636556991673e+04	3.710645466639646e+01	3.120854696744987e-05	1.500000000000000e-01
1.189197581165640e+06	1.179288098442705e-01	4.424910654036533e-04	1.783796152914806e+05	5.699919777638208e+04	3.711952727200033e+01	3.120854696985881e-05	1.500000000000000e-01
1.189616460185203e+06	1.179289723256551e-01	4.424376101078080e-04	1.784424471444946e+05	5.706202998247104e+04	3.713259987760325e+01	3.120854697221239e-05	1.500000000000000e-01
1.190035339204765e+06	1.179291345960686e-01	4.423842745545412e-04	1.785052789975087e+05	5.712486218818398e+04	3.714567248320878e+01	3.120854697461845e-05	1.500000000000000e-01
1.190454218224327e+06	1.179292966633385e-01	4.423310582332512e-04	1.785681108505229e+05	5.718769439352139e+04	3.715874508881503e+01	3.120854697703503e-05	1.500000000000000e-01
1.190873097243889e+06	1.179294585082419e-01	4.422779612324750e-04	1.786309427035369e+05	5.725052659848324e+04	3.717181769442088e+01	3.120854697938692e-05	1.500000000000000e-01
1.191291976263451e+06	1.179296201511920e-01	4.422249828804296e-04	1.786937745565508e+05	5.731335880306926e+04	3.718489030002831e+01	3.120854698172030e-05	1.500000000000000e-01
1.191710855283013e+06	1.179297815853238e-01	4.421721232449275e-04	1.787566064095645e+05	5.737619100728010e+04	3.719796290563648e+01	3.120854698410207e-05	1.500000000000000e-01
1.192129734302575e+06	1.179299428092507e-01	4.421193818606267e-04	1.788194382625782e+05	5.743902321111625e+04	3.721103551124607e+01	3.120854698647060e-05	1.500000000000000e-01
1.192548613322138e+06	1.179301038435997e-01	4.420667583995201e-04	1.788822701155920e+05	5.750185541457762e+04	3.722410811685669e+01	3.120854698882419e-05	1.500000000000000e-01
1.192967492341700e+06	1.179302646468963e-01	4.420142527748758e-04	1.789451019686057e+05	5.756468761766452e+04	3.723718072246749e+01	3.120854699118338e-05	1.500000000000000e-01
1.193386371361262e+06	1.179304252420440e-01	4.419618647257819e-04	1.790079338216194e+05	5.762751982037719e+04	3.725025332807976e+01	3.120854699353069e-05	1.500000000000000e-01
1.193805250380824e+06	1.179305856167296e-01	4.419095936634229e-04	1.790707656746330e+05	5.769035202271547e+04	3.726332593369247e+01	3.120854699586050e-05	1.500000000000000e-01
1.194224129400386e+06	1.179307458174098e-01	4.418574396437041e-04	1.791335975276463e+05	5.775318422468029e+04	3.727639853930599e+01	3.120854699819829e-05	1.500000000000000e-01
1.194643008419948e+06	1.179309057689478e-01	4.418054024394271e-04	1.791964293806599e+05	5.781601642627129e+04	3.728947114492028e+01	3.120854700052471e-05	1.500000000000000e-01
1.195061887439511e+06	1.179310655504509e-01	4.417534815351157e-04	1.792592612336731e+05	5.787884862748929e+04	3.730254375053641e+01	3.120854700286709e-05	1.500000000000000e-01
1.195480766459073e+06	1.179312251051554e-01	4.417016768298248e-04	1.793220930866864e+05	5.794168082833417e+04	3.731561635615255e+01	3.120854700518961e-05	1.500000000000000e-01
1.195899645478635e+06	1.179313844557638e-01	4.416499878879560e-04	1.793849249396996e+05	5.800451302880604e+04	3.732868896176987e+01	3.120854700747001e-05	1.500000000000000e-01
1.196318524498197e+06	1.179315436058683e-01	4.415984147024036e-04	1.794477567927127e+05	5.806734522890550e+04	3.734176156738661e+01	3.120854700973870e-05	1.500000000000000e-01
1.196737403517759e+06	1.179317025394235e-01	4.415469569241309e-04	1.795105886457259e+05	5.813017742863225e+04	3.735483417300615e+01	3.120854701205629e-05	1.500000000000000e-01
1.197156282537321e+06	1.179318612820515e-01	4.414956141102572e-04	1.795734204987390e+05	5.819300962798717e+04	3.736790677862502e+01	3.120854701432718e-05	1.500000000000000e-01
1.197575161556883e+06	1.179320197920091e-01	4.414443861355890e-04	1.796362523517520e+05	5.825584182696994e+04	3.738097938424535e+01	3.120854701661081e-05	1.500000000000000e-01
1.197994040576446e+06	1.179321781157313e-01	4.413932728651433e-04	1.796990842047649e+05	5.831867402558101e+04	3.739405198986653e+01	3.120854701889257e-05	1.500000000000000e-01
1.198412919596008e+06	1.179323362283147e-01	4.413422738371857e-04	1.797619160577779e+05	5.838150622382035e+04	3.740712459548838e+01	3.120854702116008e-05	1.500000000000000e-01
1.198831798615570e+06	1.179324941408607e-01	4.412913889391534e-04	1.798247479107905e+05	5.844433842168868e+04	3.742019720111045e+01	3.120854702342468e-05	1.500000000000000e-01
1.199250677635132e+06	1.179326518330488e-01	4.412406176193055e-04	1.798875797638033e+05	5.850717061918595e+04	3.743326980673405e+01	3.120854702567690e-05	1.500000000000000e-01
1.199669556654694e+06	1.179328093610472e-01	4.411899598342102e-04	1.799504116168160e+05	5.857000281631239e+04	3.744634241235764e+01	3.120854702790161e-05	1.500000000000000e-01
1.200088435674256e+06	1.179329666344852e-01	4.411394154540332e-04	1.800132434698286e+05	5.863283501306839e+04	3.745941501798247e+01	3.120854703013616e-05	1.500000000000000e-01
1.200507314693819e+06	1.179331237382076e-01	4.410889841046101e-04	1.800760753228414e+05	5.869566720945410e+04	3.747248762360933e+01	3.120854703239721e-05	1.500000000000000e-01
1.200926193713381e+06	1.179332806334298e-01	4.410386654843217e-04	1.801389071758537e+05	5.875849940546966e+04	3.748556022923670e+01	3.120854703461191e-05	1.500000000000000e-01
1.201345072732943e+06	1.179334373149024e-01	4.409884592747012e-04	1.802017390288663e+05	5.882133160111546e+04	3.749863283486419e+01	3.120854703682541e-05	1.500000000000000e-01
1.201763951752505e+06	1.179335937913859e-01	4.409383652924198e-04	1.802645708818786e+05	5.888416379639137e+04	3.751170544049295e+01	3.120854703906065e-05	1.500000000000000e-01
1.202182830772067e+06	1.179337500759629e-01	4.408883832880798e-04	1.803274027348909e+05	5.894699599129833e+04	3.752477804612222e+01	3.120854704128417e-05	1.500000000000000e-01
1.202601709791629e+06	1.179339061391193e-01	4.408385129192309e-04	1.803902345879032e+05	5.900982818583596e+04	3.753785065175224e+01	3.120854704348205e-05	1.500000000000000e-01
1.203020588811191e+06	1.179340620274599e-01	4.407887540788316e-04	1.804530664409152e+05	5.907266038000457e+04	3.755092325738373e+01	3.120854704569012e-05	1.500000000000000e-01
1.203439467830754e+06	1.179342176941293e-01	4.407391064276912e-04	1.805158982939273e+05	5.913549257380453e+04	3.756399586301597e+01	3.120854704791228e-05	1.500000000000000e-01
1.203858346850316e+06	1.179343731594894e-01	4.406895698327231e-04	1.805787301469395e+05	5.919832476723622e+04	3.757706846864841e+01	3.120854705009437e-05	1.500000000000000e-01
1.204277225869878e+06	1.179345284302083e-01	4.406401437592740e-04	1.806415619999514e+05	5.926115696029969e+04	3.759014107428276e+01	3.120854705231670e-05	1.500000000000000e-01
1.204696104889440e+06	1.179346834897248e-01	4.405908281061961e-04	1.807043938529634e+05	5.932398915299508e+04	3.760321367991700e+01	3.120854705449879e-05	1.500000000000000e-01
1.205114983909002e+06	1.179348383640141e-01	4.405416227597636e-04	1.807672257059753e+05	5.938682134532316e+04	3.761628628555157e+01	3.120854705665898e-05	1.500000000000000e-01
1.205533862928564e+06	1.179349930094252e-01	4.404925273846328e-04	1.808300575589871e+05	5.944965353728341e+04	3.762935889118724e+01	3.120854705881593e-05	1.500000000000000e-01
1.205952741948127e+06	1.179351474897078e-01	4.404435416401605e-04	1.808928894119989e+05	5.951248572887672e+04	3.764243149682397e+01	3.120854706096067e-05	1.500000000000000e-01
1.206371620967689e+06	1.179353017362139e-01	4.403946653718173e-04	1.809557212650106e+05	5.957531792010267e+04	3.765550410246107e+01	3.120854706314785e-05	1.500000000000000e-01
1.206790499987251e+06	1.179354558046863e-01	4.403458980887921e-04	1.810185531180222e+05	5.963815011096239e+04	3.766857670809996e+01	3.120854706530719e-05	1.500000000000000e-01
1.207209379006813e+06	1.179356096734245e-01	4.402972397675744e-04	1.810813849710338e+05	5.970098230145549e+04	3.768164931373924e+01	3.120854706745142e-05	1.500000000000000e-01
1.207628258026375e+06	1.179357633303506e-01	4.402486900822815e-04	1.811442168240454e+05	5.976381449158223e+04	3.769472191937903e+01	3.120854706963095e-05	1.500000000000000e-01
1.208047137045937e+06	1.179359167961920e-01	4.402002488537213e-04	1.812070486770568e+05	5.982664668134295e+04	3.770779452501989e+01	3.120854707178078e-05	1.500000000000000e-01
1.208466016065500e+06	1.179360700644420e-01	4.401519159304648e-04	1.812698805300682e+05	5.988947887073803e+04	3.772086713066104e+01	3.120854707389427e-05	1.500000000000000e-01
1.208884895085062e+06	1.179362231318874e-01	4.401036909094714e-04	1.813327123830795e+05	5.995231105976756e+04	3.773393973630320e+01	3.120854707600963e-05	1.500000000000000e-01
1.209303774104624e+06	1.179363759882909e-01	4.400555736177382e-04	1.813955442360909e+05	6.001514324843231e+04	3.774701234194556e+01	3.120854707811412e-05	1.500000000000000e-01
1.209722653124186e+06	1.179365286778755e-01	4.400075637246209e-04	1.814583760891020e+05	6.007797543673169e+04	3.776008494758860e+01	3.120854708020877e-05	1.500000000000000e-01
1.210141532143748e+06	1.179366811310725e-01	4.399596608915511e-04	1.815212079421133e+05	6.014080762466602e+04	3.777315755323374e+01	3.120854708234620e-05	1.500000000000000e-01
1.210560411163310e+06	1.179368334080967e-01	4.399118649566749e-04	1.815840397951243e+05	6.020363981223595e+04	3.778623015887776e+01	3.120854708441096e-05	1.500000000000000e-01
1.210979290182872e+06	1.179369854734984e-01	4.398641757681024e-04	1.816468716481354e+05	6.026647199944176e+04	3.779930276452286e+01	3.120854708645976e-05	1.500000000000000e-01
